dataset,scope,opponent_type,n_sandboxes,n_games,own_coop_played,opp_coop_played,spr,opp_spr,mutual_C,mutual_D,exploited_opp,was_exploited,round1_coop,last5_coop,retaliation_rate,forgiveness_rate,rounds,coop_lo,coop_hi,spr_lo,spr_hi
low_arm,model=deepseek-ai/DeepSeek-V4-Flash-0731,AlwaysDefect,6,144,0.14115012738313554,0.0,0.8588498726168644,1.5646005095325421,0.0,0.8588498726168644,0.0,0.14115012738313554,0.5972222222222222,0.12395833333333334,0.9292224351938225,,18.979166666666668,,,,
low_arm,model=deepseek-ai/DeepSeek-V4-Flash-0731,Grudger,6,144,0.23757276397934798,0.20812261244841715,1.453006905420647,1.6002576630753012,0.14191078039367375,0.6962154039659086,0.06621183205474344,0.09566198358567429,0.5833333333333334,0.1699074074074074,0.8685865486118113,0.20727225672877847,20.118055555555557,,,,
low_arm,model=deepseek-ai/DeepSeek-V4-Flash-0731,LLM,6,792,0.2243409498489134,0.2243409498489134,1.56900745367534,1.56900745367534,0.10401539587140018,0.6553334961735734,0.12032555397751321,0.12032555397751321,0.6098484848484849,0.20399831649831654,0.8675511214073296,0.21466489619169568,20.113636363636363,,,,
low_arm,model=deepseek-ai/DeepSeek-V4-Flash-0731,Pavlov,6,144,0.33399695421839004,0.6499791557425912,2.97929640908476,1.3993854014637537,0.28662325966721514,0.3026471497062338,0.36335589607537616,0.047373694551174884,0.5972222222222222,0.2998842592592592,0.721393395106281,0.1574710254950938,19.01388888888889,,,,
low_arm,model=deepseek-ai/DeepSeek-V4-Flash-0731,Random,6,144,0.20782349260761615,0.4891980448881248,2.658180301718663,1.2513075403161198,0.09078838522621975,0.3937668477304788,0.39840965966190495,0.11703510738139637,0.5555555555555555,0.1703703703703704,0.863230621085871,0.14516865529526102,20.756944444444446,,,,
low_arm,model=deepseek-ai/DeepSeek-V4-Flash-0731,TitForTat,6,288,0.31674623737084406,0.39829663298896884,2.06096375087265,1.653211772782026,0.21547654371238148,0.5004336733525686,0.1828200892765874,0.10126969365846256,0.6805555555555557,0.25300925925925927,0.8013998145359987,0.18922924804984606,19.517361111111114,,,,
low_arm,condition=forbidden,AlwaysDefect,6,144,0.14115012738313554,0.0,0.8588498726168644,1.5646005095325421,0.0,0.8588498726168644,0.0,0.14115012738313554,0.5972222222222222,0.12395833333333334,0.9292224351938225,,18.979166666666668,,,,
low_arm,condition=forbidden,Grudger,6,144,0.23757276397934798,0.20812261244841715,1.453006905420647,1.6002576630753012,0.14191078039367375,0.6962154039659086,0.06621183205474344,0.09566198358567429,0.5833333333333334,0.1699074074074074,0.8685865486118113,0.20727225672877847,20.118055555555557,,,,
low_arm,condition=forbidden,LLM,6,792,0.2243409498489134,0.2243409498489134,1.56900745367534,1.56900745367534,0.10401539587140018,0.6553334961735734,0.12032555397751321,0.12032555397751321,0.6098484848484849,0.20399831649831654,0.8675511214073296,0.21466489619169568,20.113636363636363,,,,
low_arm,condition=forbidden,Pavlov,6,144,0.33399695421839004,0.6499791557425912,2.97929640908476,1.3993854014637537,0.28662325966721514,0.3026471497062338,0.36335589607537616,0.047373694551174884,0.5972222222222222,0.2998842592592592,0.721393395106281,0.1574710254950938,19.01388888888889,,,,
low_arm,condition=forbidden,Random,6,144,0.20782349260761615,0.4891980448881248,2.658180301718663,1.2513075403161198,0.09078838522621975,0.3937668477304788,0.39840965966190495,0.11703510738139637,0.5555555555555555,0.1703703703703704,0.863230621085871,0.14516865529526102,20.756944444444446,,,,
low_arm,condition=forbidden,TitForTat,6,288,0.31674623737084406,0.39829663298896884,2.06096375087265,1.653211772782026,0.21547654371238148,0.5004336733525686,0.1828200892765874,0.10126969365846256,0.6805555555555557,0.25300925925925927,0.8013998145359987,0.18922924804984606,19.517361111111114,,,,
prereg,all,AlwaysDefect,69,1651,0.21768174512745933,0.0,0.7695460911365771,1.8372745726517596,0.0,0.7823182548725407,0.0,0.21768174512745933,0.6509661835748792,0.16855983557928642,0.8440399573535614,,19.549802949402494,0.1962900272485753,0.24021896410423244,0.7466231922497675,0.7913714052507062
